,image,edge_density,mean_h_channel,mean_s_channel,mean_v_channel,std_h_channel,std_s_channel,std_v_channel,cnn_symmetry_left_right,cnn_symmetry_up_down,slope_redies,fourier_sigma,2d_fractal_dimension,1st_order_eoe,room_type,reading,gaming,socializing,cleaning,playing,exercise,working,shopping,enclosed area,far-away horizon,open area,semi-enclosed area,bed,window ,cabinet,table,plant,chair,"painting, picture",sofa,lamp,cushion,flower,book,light,orientation5,length7,curvature7
1663,restaurant interior_7097.png,108.019,0.04738,0.8406,0.4116,0.04739,0.2264,0.2309,0.4343,0.4815,-2.758,0.01158,1.497,3.694,restaurant,0.358023705848569,0.2685978988802082,0.3866580538056847,0.2586802755425108,0.2489387770904625,0.235640657369511,0.2569800147652414,0.2275527133243579,0.70314340191958,0.2468792468827682,0.2552646270119943,0.3268699743814448,0,1,0,1,0,1,0,0,1,0,0,0,0,3806.0422957896,550.346107572445,19.4859455804251
1664,restaurant interior_7136.png,148.732,0.06557,0.6827,0.3793,0.1015,0.2924,0.2291,0.5343,0.5511,-2.31,0.009632,1.678,3.985,restaurant,0.2952291058334874,0.2884022128307373,0.447045259668724,0.2458453923192542,0.2037451602449821,0.2041315734445368,0.3809051558847233,0.3565287853277075,0.7446223040294896,0.2386862858354252,0.2101251701818987,0.2728360598437273,0,1,0,1,1,1,1,0,1,0,1,0,0,2650.56742783772,669.034716951146,15.9641818203921
1665,restaurant interior_7174.png,112.96,0.1103,0.3754,0.6058,0.1025,0.2738,0.181,0.4292,0.4309,-2.675,0.02118,1.47,3.775,restaurant,0.3946191643067915,0.2590920716948513,0.3513003355414907,0.2649412542074297,0.2224848796532268,0.2202072700640538,0.3763204316706793,0.2716675040253349,0.7592830252430366,0.2152364729689299,0.2131927922736478,0.2402279398921206,0,1,1,1,0,1,1,0,0,0,0,0,1,2970.11535444317,0.0,4.03695549635793
1666,restaurant_5519.png,226.207,0.9934,0.3123,0.6402,0.1997,0.3163,0.272,0.5794,0.4722,-2.49,0.02248,1.566,3.359,restaurant,0.5489290374145676,0.2642213220713837,0.5481195917473538,0.2646900607195547,0.2452769534574337,0.217771317651036,0.3081051247494429,0.2488836637412266,0.6464328107820457,0.2378718115533922,0.2448990699851375,0.3497174021939505,0,1,0,1,1,1,0,0,0,0,0,0,1,3927.20634246191,0.0,21.0901710864372
1667,restaurant_5533.png,110.023,0.05785,0.6371,0.4937,0.06185,0.2584,0.2077,0.5346,0.5136,-2.734,0.007338,1.418,4.235,restaurant,0.4232819823954137,0.3155503128638217,0.6498437950148167,0.3015753007647928,0.269753152322317,0.2636604897074792,0.342521230464288,0.2968635978524478,0.7519322750389941,0.3494232948691794,0.2505326162083802,0.300817930740336,0,1,1,1,0,1,1,0,0,0,0,0,1,2254.50778583709,245.141877672705,18.7082212582082
1668,restaurant_5535.png,119.291,0.06717,0.5051,0.4105,0.05278,0.2022,0.2726,0.4373,0.4093,-2.634,0.01199,1.379,3.994,restaurant,0.4366436534666177,0.2921278030669783,0.55231875442003,0.2554747053854083,0.2258822115404069,0.2075526475627576,0.3087702320768285,0.3175118513161875,0.7000943148035939,0.2494140398708706,0.2288769266887435,0.3445021637627165,0,1,0,1,0,1,1,0,1,0,0,0,1,3647.32681119793,329.133849798225,11.9940719308381
1669,restaurant_5536.png,176.318,0.1241,0.5634,0.5077,0.05099,0.2707,0.2578,0.681,0.5345,-2.696,0.01042,1.533,4.1,restaurant,0.2867338162258467,0.2544764980217823,0.5479238002910024,0.2432425705679799,0.227977452073141,0.2160882694372137,0.3241239734209711,0.3319444278000436,0.7420071976448798,0.1951705470004029,0.2077452116744739,0.2885941595428708,0,0,0,1,1,1,0,0,1,0,1,0,1,2555.43910188547,433.731899595662,10.088179669511
1670,restaurant_5542.png,99.497,0.09658,0.6942,0.4221,0.03086,0.2142,0.2038,0.48,0.4189,-2.735,0.008433,1.372,4.101,restaurant,0.4265063412116448,0.2759379253346093,0.5915087786533825,0.2676735408560274,0.2237972732290801,0.2136561240220868,0.324023041463424,0.3029778383234314,0.8353178964070341,0.2840497396599039,0.1813169802112964,0.2533581581286492,0,0,0,1,1,1,1,0,1,0,1,0,1,3033.13197554474,595.21389524522,14.017152489053
1671,restaurant_5543.png,129.348,0.09321,0.6848,0.6912,0.07336,0.3325,0.2665,0.4643,0.4826,-2.574,0.01064,1.504,4.033,restaurant,0.4405694714668615,0.3068937746452871,0.4472455201040075,0.3096174931805592,0.2861837347838533,0.2792211424282743,0.3368957658356123,0.2793478519921343,0.7547638295232473,0.2454709874222877,0.2220301745765976,0.2863095734874119,0,1,0,1,1,1,0,0,1,1,1,0,1,2534.5564569754,0.0,16.0033348092266
1672,restaurant_5544.png,132.915,0.118,0.3021,0.5482,0.1531,0.1854,0.2426,0.4639,0.4592,-2.712,0.01783,1.419,4.176,restaurant,0.4493418037171084,0.2870418111928837,0.540149887459967,0.2661924854731299,0.2614801275596956,0.2325926879242084,0.3287167647331168,0.2681079288151967,0.7607623133626414,0.2095257649510601,0.2080306802117891,0.2777485346277736,0,1,1,1,1,1,1,0,1,0,0,0,0,3245.50977689453,0.0,16.727581681509
1673,restaurant_5547.png,110.161,0.09094,0.6202,0.7512,0.03291,0.2481,0.1793,0.4906,0.4712,-2.458,0.01052,1.472,4.263,restaurant,0.4209489322551383,0.3205907345481154,0.5307420852355217,0.2975829268429465,0.3155125721853654,0.2860979750483423,0.3107691833883914,0.3317776069893881,0.7525304211662046,0.2782675070416124,0.2553827483231328,0.3044779795788557,0,1,1,1,0,1,1,0,1,1,1,0,0,2307.25679206591,0.0,25.2104661329008
1674,restaurant_5548.png,99.754,0.07959,0.3349,0.2641,0.08813,0.2022,0.2521,0.4002,0.4063,-2.869,0.00775,1.312,4.096,restaurant,0.3853555301318097,0.2749225564755984,0.4943254647142949,0.2539314971424107,0.2121946654979521,0.2030876132721255,0.4592262905137306,0.3158780185971274,0.707779896103582,0.2466817483872491,0.2474137257047618,0.2689261100958977,0,1,1,1,1,1,1,0,1,0,0,0,0,3183.23270806896,0.0,19.1344907647388
1675,restaurant_5549.png,134.476,0.06864,0.5011,0.51,0.1043,0.2243,0.2404,0.5157,0.5211,-2.568,0.0164,1.493,4.194,restaurant,0.3765464418483427,0.3010788459491502,0.5485848806268554,0.2807554004866088,0.2467905872937611,0.2352242462510659,0.3227320194523223,0.3163250308435297,0.7769251471193791,0.2692869901453779,0.2068149255709076,0.2725961439147527,0,0,0,1,0,1,0,0,0,0,1,0,1,2774.66018529301,729.320398236716,27.9280994545615
1676,restaurant_5557.png,83.213,0.03175,0.5378,0.2762,0.1006,0.2955,0.2422,0.2683,0.4228,-2.779,0.01499,1.299,4.149,restaurant,0.4071658721847481,0.3290845368394742,0.5578405117901054,0.2871447116069399,0.2413123458699946,0.2426819205114092,0.3197198351359508,0.2383740710975844,0.8087174210384753,0.2595937744234833,0.2100534107243112,0.2517803468719205,0,1,0,1,0,1,1,0,0,0,1,0,1,2698.5253158667,0.0,8.3253345534935
1677,restaurant_5582.png,104.857,0.213,0.2686,0.5048,0.266,0.1981,0.2277,0.4229,0.4425,-2.684,0.01549,1.447,4.187,restaurant,0.3601837770754911,0.2533440224767028,0.5373065070800109,0.2349084739948706,0.2095460867523989,0.2143626145692419,0.3173038862134057,0.2807169748819714,0.7162228086363223,0.2073463005211103,0.2004748751846158,0.2666391739808275,0,0,1,1,1,1,0,0,0,0,1,0,1,3235.93424851522,745.537031841522,23.0034163940336
1678,restaurant_5583.png,147.183,0.1196,0.2715,0.3732,0.2308,0.2537,0.232,0.4733,0.4663,-3.091,0.03662,1.434,3.525,restaurant,0.4714175686719973,0.2837549414201439,0.5059119673528815,0.2845774803207925,0.2411094975465831,0.2393337031806724,0.3470711733467581,0.2708866533907308,0.6411050346111994,0.257769705549265,0.2516363313283547,0.3813300150758806,0,1,0,1,0,1,0,0,0,0,0,0,0,4293.51507177589,433.6142725601,10.3900862817902
