,image,edge_density,mean_h_channel,mean_s_channel,mean_v_channel,std_h_channel,std_s_channel,std_v_channel,cnn_symmetry_left_right,cnn_symmetry_up_down,slope_redies,fourier_sigma,2d_fractal_dimension,1st_order_eoe,room_type,reading,gaming,socializing,cleaning,playing,exercise,working,shopping,enclosed area,far-away horizon,open area,semi-enclosed area,bed,window ,cabinet,table,plant,chair,"painting, picture",sofa,lamp,cushion,flower,book,light,orientation5,length7,curvature7
222,dining table_11427.png,88.417,0.001235,0.4056,0.4529,0.257,0.2506,0.2125,0.4596,0.3172,-2.559,0.02632,1.428,4.177,dining,0.5099791994464754,0.294149095563651,0.4153051206669282,0.2945767020495,0.2635820011632553,0.2453860590380111,0.2619855631906072,0.2464366277291585,0.7954778754932311,0.27723231132121,0.2117900925830567,0.2580854781627347,0,1,1,1,1,1,1,0,1,0,0,0,0,3420.39764439143,196.448361648788,17.2317393577546
223,dining table_11506.png,113.255,0.002844,0.2852,0.5456,0.1259,0.2943,0.3002,0.4651,0.3528,-2.857,0.01491,1.254,3.979,dining,0.5630356262972064,0.3275437046661424,0.5041852169414403,0.2928670086166742,0.2682151262996533,0.25510144044405,0.2798341002438373,0.2604327793744734,0.8041569285838968,0.2840937465224789,0.2109585106415456,0.2631336015805959,0,1,0,1,0,1,0,0,1,0,0,0,0,3806.9886958338,229.783902585119,9.77899094223056
224,dining table_11518.png,115.51,0.127,0.2663,0.3394,0.1167,0.147,0.254,0.5564,0.4075,-2.729,0.008514,1.394,3.97,dining,0.5359680189831725,0.2752465373387739,0.4685935719957419,0.2906886060976991,0.2848491201651104,0.2470505849796815,0.274509659436955,0.2347626042947705,0.7035234298567393,0.2309262170349853,0.2245378264805548,0.3370337468904009,0,1,0,1,0,1,0,0,0,0,1,1,0,3377.38900337002,823.498126841803,20.6330942962802
225,dining table_11521.png,129.597,0.1032,0.3579,0.5576,0.1655,0.2287,0.274,0.3944,0.4038,-2.871,0.00996,1.333,3.942,dining,0.6465204406101803,0.2882516721599069,0.4520380914312115,0.272272678913795,0.3041332924525881,0.2608924786409887,0.3327610190926484,0.2584871769221414,0.7868293619868179,0.2547434512557351,0.2162453245671811,0.2782834577711605,0,1,1,1,0,1,1,0,1,0,0,1,0,3650.52414727123,439.050992997585,12.9936734516393
226,dining table_11525.png,98.238,0.1111,0.2957,0.4212,0.1468,0.2559,0.2136,0.3632,0.3331,-2.906,0.02513,1.381,3.915,dining,0.6205709400017339,0.3065854640871445,0.4937811245953118,0.2959641509364142,0.2927374586911445,0.2518597560058853,0.2457408189700632,0.2262959621146507,0.7434880195833271,0.3197321625321329,0.2424626205923405,0.305483260727992,0,1,0,1,0,1,0,0,0,0,0,0,0,4177.92687107988,462.188506550229,19.8021106250353
227,dining table_11590.png,129.275,0.07991,0.624,0.5538,0.02919,0.2023,0.271,0.4814,0.4201,-2.665,0.01397,1.438,4.344,dining,0.4488956239008761,0.2884783307887661,0.4496789689795823,0.2894882385154996,0.252580154364842,0.2322271718663163,0.3626880443011949,0.3257393370630123,0.8162770839811746,0.2276147825314686,0.1738710549249008,0.2655916387484767,0,0,1,1,1,1,0,0,1,0,1,0,0,2630.05285555275,335.447448112197,26.7076457455663
228,dining table_11592.png,94.943,0.09551,0.4083,0.6084,0.06362,0.362,0.2732,0.4722,0.3119,-2.717,0.03543,1.306,4.072,dining,0.5981007045377382,0.2793571825033166,0.3819308588131821,0.2804584222428494,0.2461920669558829,0.2419532839081106,0.2411972630602807,0.2136150421761688,0.7791044831201093,0.2504629592641718,0.2112602601116283,0.248918230311688,0,1,1,1,0,1,1,0,1,0,0,0,0,3733.67756860359,579.341900413967,9.46720217094931
229,dining table_11593.png,130.677,0.04724,0.3944,0.5099,0.07965,0.2359,0.2262,0.5038,0.4427,-2.728,0.004762,1.501,4.411,dining,0.5178192024954559,0.2916148738772057,0.5250191959079528,0.2852602271760959,0.2774287210863994,0.2220094220385978,0.2905030983934421,0.277928095355025,0.7142450865421922,0.2563758618471163,0.2578824053045487,0.2720671705885985,0,1,1,1,1,1,1,1,1,1,1,0,0,2291.48963274369,0.0,8.23524423082861
230,dining table_11594.png,158.471,0.09862,0.1602,0.5027,0.2453,0.1399,0.3069,0.4652,0.465,-2.695,0.0145,1.5,4.36,dining,0.5782889936165944,0.281130969390019,0.4755231900652492,0.2776567095459372,0.251961752388229,0.2292313590302808,0.3564063047517477,0.2458826001951067,0.6516417262590954,0.2293863889613848,0.2545350467098153,0.2948410191569166,0,1,1,1,1,1,1,1,1,1,0,1,0,2790.70436347292,0.0,25.1246807299251
231,dining table_11597.png,145.48,0.04691,0.2155,0.4913,0.2575,0.1951,0.3169,0.4538,0.4479,-2.595,0.01302,1.479,4.225,dining,0.5581580016974798,0.2718737957462002,0.4847970443503926,0.2571538717639752,0.2494166321117951,0.2100987968168711,0.3138076407122135,0.2354689962605121,0.6492383422726529,0.1943709282860122,0.2593290185840908,0.2652098367664716,0,1,0,1,1,1,1,0,1,0,0,0,0,2984.71787531887,0.0,23.3185986932331
232,dining table_11607.png,97.472,0.1016,0.3897,0.3909,0.1188,0.2775,0.2157,0.3352,0.3602,-2.93,0.007324,1.334,3.92,dining,0.6396887668997652,0.2933509859901106,0.4025662554970899,0.2916853762366065,0.2699035364051206,0.2355951964534191,0.2838826413932477,0.2383038836161392,0.783376273942044,0.2559561874557469,0.2025271594812248,0.2795522529644685,0,1,1,1,0,1,1,0,0,0,1,0,0,4036.27000775112,0.0,18.6454107816366
233,dining table_11615.png,139.16,0.03514,0.2162,0.6357,0.1403,0.2188,0.2248,0.4581,0.3384,-2.744,0.01055,1.393,3.879,dining,0.5391458701746095,0.2879373280120788,0.4419080544015337,0.2842097475431383,0.2921461748639201,0.2804881828922088,0.2617183564529417,0.2292734760279183,0.6509376803106649,0.2655299773107554,0.3353607117090873,0.2999806882469066,0,1,1,1,0,1,1,0,0,0,0,0,0,3655.16849848333,405.657389885173,18.0838432875811
234,dining table_11618.png,106.17,0.07668,0.5314,0.7306,0.0315,0.1796,0.1891,0.4733,0.3993,-2.668,0.03035,1.376,4.001,dining,0.5335666062045051,0.2543723220336527,0.3673442255891824,0.2612723637863866,0.2242639303503187,0.2030458059020789,0.2511117716028459,0.1984208596337169,0.7882088028668123,0.2531553625327341,0.2179461566673199,0.2212707134251118,0,0,0,1,0,1,0,0,0,0,0,0,0,3600.18926450352,188.485908515757,12.6312891125454
235,dining table_11627.png,103.044,0.05716,0.5495,0.5611,0.02457,0.2738,0.1843,0.4322,0.3847,-2.768,0.01538,1.324,3.78,dining,0.5462344045223803,0.3091660596233542,0.3991205861057592,0.3156113559694098,0.264857559332926,0.2529447095964248,0.2820611473803088,0.2342344744003784,0.776569296377812,0.287508046548488,0.2594756468697042,0.2665704197683263,0,1,0,1,0,1,0,0,0,0,0,0,0,4467.73807971026,361.341091197136,25.4140408259581
236,dining table_11635.png,133.735,0.06563,0.2599,0.3713,0.2086,0.1774,0.2906,0.3364,0.3668,-2.766,0.007463,1.446,4.32,dining,0.6341702867996504,0.3114903831424328,0.554428547214006,0.2737636576915083,0.2912816704491162,0.2633773082361464,0.3285426195577393,0.2504053881424709,0.7389303536625784,0.2528017096465679,0.2263593830028741,0.3153471396178102,0,0,1,1,0,1,1,0,1,0,0,1,0,3249.66392923698,155.99570959117,17.3097253567586
237,dining table_11640.png,115.162,0.1073,0.464,0.434,0.06341,0.2551,0.3017,0.3915,0.3185,-2.608,0.01738,1.372,4.021,dining,0.4978466525148171,0.2720688889306147,0.355492967266036,0.2679217892797184,0.2428810978564698,0.2062198705666602,0.3022174557413121,0.2075281330176734,0.7455008623815983,0.246417686241688,0.2243116618082628,0.2745587893430962,0,1,0,1,0,1,1,0,0,0,0,0,0,3739.96824999663,657.596222781446,18.3739855863792
238,dining table_11670.png,91.294,0.07674,0.5352,0.4805,0.02756,0.1618,0.237,0.5635,0.2965,-2.899,0.02599,1.36,3.593,dining,0.5242317483910348,0.2726594133975829,0.4230226883563349,0.2805124540078888,0.2674759100381724,0.238157128419324,0.2230690896341855,0.2117067521133643,0.755910653715612,0.2931161361587926,0.2136376942889776,0.2533497477087094,0,0,0,1,0,1,1,0,0,0,1,0,0,3877.43135366267,2001.29377012758,8.43866647905452
239,dining table_11713.png,66.194,0.1502,0.2734,0.5589,0.1145,0.2235,0.1823,0.3563,0.3008,-2.622,0.01162,1.231,3.699,dining,0.5431373276994867,0.2629402300677739,0.2982486413129957,0.2847588702391366,0.2695818817710078,0.2562248604158613,0.1883256313144792,0.2016894309217898,0.7487848935959377,0.2555068507446469,0.2340368832483831,0.2666230327611051,0,1,0,1,0,1,0,0,1,0,1,0,0,4113.48444401318,667.69986832129,20.2193719463836
240,dining table_11732.png,60.55,0.08515,0.3879,0.5106,0.0567,0.2741,0.15,0.3637,0.3551,-2.436,0.08599,1.25,4.292,dining,0.6150262266512024,0.2634941285147813,0.3758827535373752,0.2693204425824927,0.2329643255228249,0.20620233125325,0.2220012302552338,0.2102227759957451,0.8288362408890936,0.2386415296097231,0.1624903575517472,0.2415711861542569,0,0,0,1,0,1,1,0,0,0,0,1,0,4073.30003512367,248.447560957287,4.96574598806128
241,dining table_11742.png,108.54,0.9579,0.2486,0.6115,0.2803,0.227,0.2156,0.4395,0.4251,-2.736,0.003163,1.423,4.373,dining,0.5102012800249354,0.256643344888734,0.4872008583820149,0.2827769432532961,0.2443307145832808,0.2176571120481674,0.3153549331861405,0.2724383161777264,0.77737104854634,0.2309415052264643,0.1776052209186558,0.2617342710648114,0,1,0,1,1,1,1,0,0,0,1,0,0,2561.19193234811,0.0,22.0418242492209
242,dining table_11743.png,155.116,0.9958,0.3413,0.4613,0.1721,0.2545,0.2835,0.4059,0.4717,-2.761,0.009166,1.412,4.044,dining,0.570850442220331,0.2556574492360245,0.5123061096724352,0.2630917328223796,0.2379394699351568,0.1908330452049662,0.280027626432922,0.220024804477535,0.6934695443984034,0.2462276211556683,0.2249947225988006,0.3090936583918891,0,1,1,1,0,1,0,0,0,0,1,0,0,4002.46573280136,715.484178024222,17.8259543136108
243,dining table_11747.png,120.422,0.07678,0.4288,0.6761,0.01767,0.1808,0.3176,0.3661,0.3577,-3.0,0.005154,1.34,4.176,dining,0.4738242254667471,0.2582005264601832,0.4699535418628466,0.258181923468013,0.2311008357887422,0.1940948878016435,0.3515028592546828,0.2315028606972521,0.729011609482309,0.2189796839727753,0.2068180545856822,0.25912453335123,0,1,0,1,0,1,0,0,1,0,0,0,0,2795.83296886974,739.790349672022,28.3858242833662
244,dining table_11754.png,114.367,0.03781,0.5505,0.4293,0.03703,0.2444,0.2493,0.4322,0.405,-2.809,0.00945,1.407,4.273,dining,0.4445964336310546,0.2939690124004362,0.5143307717262569,0.2898479367174277,0.2579429143703198,0.2136340409359639,0.3289282593231202,0.2836422036959181,0.7570411536669004,0.192496614858367,0.2031893907491638,0.2750064166038545,0,1,1,1,1,1,0,0,1,0,0,0,0,2975.2313005559,0.0,17.4029895502892
245,home architecture_8853.png,91.182,0.07807,0.5135,0.549,0.1167,0.2171,0.2179,0.3834,0.3914,-2.832,0.005943,1.322,4.245,dining,0.5797968202907917,0.2782822978644427,0.4324810617913379,0.2838926958819545,0.2824328037847878,0.2630423353969415,0.309749560827992,0.2372168113988329,0.7677317915334771,0.2401892185347398,0.2020740510277995,0.2780871288272907,0,1,0,1,0,1,1,0,1,0,0,1,0,3365.09361014061,464.658554959418,29.3305904256255
246,home architecture_8928.png,112.455,0.0916,0.1735,0.5159,0.1667,0.1875,0.2061,0.4556,0.3957,-2.464,0.005629,1.5,4.017,dining,0.5266275847258955,0.2899144624610899,0.3958117338355948,0.3120637431781412,0.2609386561759557,0.232516702093233,0.2853003402054064,0.227293348309517,0.6966915522100903,0.3023408492396838,0.2770679255677008,0.2919783835489764,0,0,1,1,0,1,1,0,0,0,1,0,0,4090.95224173854,264.445785861739,6.85387892218344
247,home architecture_8947.png,79.412,0.09893,0.3807,0.7269,0.02442,0.2124,0.1514,0.4669,0.3883,-2.663,0.007697,1.297,4.187,dining,0.5229047591296135,0.2780550809874652,0.3404509922274039,0.3390117355283922,0.2669098855493269,0.2293493655283044,0.3053945541454859,0.2761826790528758,0.7933603479927215,0.2727117075916861,0.2499042046320461,0.2469771365542268,0,1,1,1,1,1,1,0,1,0,0,0,1,3638.27162397191,484.088020211142,20.172626258374
248,home architecture_8979.png,87.538,0.08093,0.3834,0.6941,0.07371,0.235,0.1895,0.3803,0.3396,-2.426,0.006448,1.419,4.194,dining,0.5104722599796634,0.2758741650421596,0.372272942978306,0.2768478057352537,0.2836752981894592,0.2859152705384377,0.2205669017221848,0.2615043734820002,0.7318371331233635,0.2371007790717714,0.2426036527270317,0.2872698722615538,0,1,0,1,1,1,1,0,0,0,0,0,1,3731.85712907704,348.687172314934,33.3706043641495
249,home architecture_8993.png,94.827,0.1105,0.1775,0.5756,0.104,0.1724,0.1618,0.3976,0.3673,-2.389,0.003755,1.467,4.299,dining,0.5393325464256078,0.2622894977494523,0.3608463624447099,0.2849620564616003,0.2590458467957655,0.253021839565096,0.208440520395793,0.242468799968915,0.6317405348499082,0.2622983828512947,0.2984154803379459,0.3424727885193551,0,1,1,1,0,1,1,0,0,0,0,0,1,3627.54738608449,463.53376667036,12.0824080975739
250,home architecture_9026.png,148.684,0.09445,0.392,0.5836,0.1807,0.2371,0.2344,0.466,0.4877,-2.359,0.003439,1.641,4.166,dining,0.5941123270115914,0.295228965603852,0.4410092453002873,0.2975141655971916,0.2854400296725421,0.2759563057376056,0.2183985135121389,0.2471949130831483,0.7441630697282154,0.2410125700541704,0.2074793072024456,0.2961509309600545,0,1,0,1,0,1,1,0,0,0,1,0,0,3964.93520216348,312.629886533989,10.7590410466993
251,home architecture_9030.png,96.921,0.1521,0.2892,0.6131,0.2284,0.2515,0.2617,0.4496,0.4291,-2.66,0.005796,1.318,4.043,dining,0.4886376996526673,0.2879364178961877,0.347648948090258,0.2936363104629585,0.2673862414961988,0.2780512908150992,0.2535798437648172,0.2845795165167576,0.783809816164061,0.2367403229472265,0.1973515568951932,0.2805791375636304,0,1,1,1,1,1,1,1,1,1,0,0,1,3852.11951737656,983.688533726613,26.2685520420792
252,home architecture_9039.png,95.318,0.101,0.4186,0.3493,0.1094,0.2536,0.2539,0.3593,0.4012,-2.729,0.01189,1.28,4.12,dining,0.489936192971819,0.26495754323883,0.3758533310443583,0.2710410433172916,0.2519367837836564,0.2259433561972892,0.3084935817555466,0.1824575037126967,0.5942636959130443,0.346143239458499,0.3260403210041454,0.3222259005184674,0,1,1,1,0,1,1,0,1,0,0,1,1,3487.42672730746,186.826408308072,14.3436943526969
253,home architecture_9082.png,76.12,0.09688,0.3357,0.4844,0.1236,0.237,0.2027,0.3243,0.3816,-2.779,0.01265,1.357,4.007,dining,0.5668000375768821,0.2943540903916536,0.377267663806998,0.3129314461714536,0.2834251828620973,0.2722791270516255,0.2570946263547782,0.2414621543544148,0.7189664084822281,0.3175631558450709,0.2521956373222634,0.3113608938547745,0,1,0,1,0,1,0,0,0,0,0,0,0,3623.29697185903,650.202040246996,18.1629953193814
254,home architecture_9117.png,104.765,0.1296,0.1285,0.6634,0.1558,0.128,0.1914,0.4078,0.4119,-2.713,0.01907,1.438,4.038,dining,0.5387718287927753,0.24908864272343,0.3656821589379135,0.2872204539775516,0.2551362478281825,0.231784136990675,0.2519395339043068,0.2346603996401109,0.6196887072326256,0.2835644462910426,0.2626430115490397,0.3543227244219621,0,0,0,1,1,1,0,1,1,1,1,0,0,2825.45097922858,176.776365454701,17.7843659726061
255,home architecture_9122.png,85.196,0.143,0.197,0.6362,0.06309,0.1829,0.2079,0.3972,0.3952,-2.902,0.01459,1.343,4.152,dining,0.5736898664983429,0.291021283688165,0.4092333244454733,0.2943080774628574,0.2660087574029436,0.2475761634145225,0.3029337623887478,0.2159784865777861,0.7650415323636998,0.2678728737904965,0.2456562573825764,0.2649442478579067,0,0,0,1,0,1,1,1,1,1,1,0,1,3504.36663204672,0.0,13.6849897704399
256,home architecture_9124.png,92.054,0.09659,0.4364,0.5737,0.02341,0.1971,0.2,0.4319,0.3705,-2.815,0.01897,1.359,4.344,dining,0.4732928378449444,0.2635494489940092,0.3372190261167753,0.3014715747264506,0.2520375683354037,0.2366169364001593,0.2633178661261904,0.2283485840114477,0.7176374244088117,0.2374445514279027,0.2695705349755125,0.2569606904405411,0,0,0,1,1,0,1,0,1,0,1,0,0,2234.50734301927,202.914500885072,28.7709133086049
257,home architecture_9197.png,65.904,0.07507,0.3743,0.6169,0.1077,0.1977,0.1652,0.4482,0.3903,-2.605,0.007973,1.342,4.308,dining,0.5762715060393917,0.2805077827099477,0.3893553642493451,0.2751193796151056,0.2530284918214133,0.2521145893613064,0.192824394255569,0.1959991814314584,0.760673736884632,0.263040440014931,0.2459218631298897,0.2645624288814143,0,1,0,1,0,1,1,0,0,0,1,0,0,3583.11569515338,0.0,12.7364891416141
258,home_8115.png,102.437,0.07395,0.3191,0.6362,0.06643,0.2815,0.2091,0.3948,0.381,-2.694,0.0139,1.352,3.659,dining,0.5244187989437791,0.300951743255802,0.356798887499185,0.3106337355131834,0.259204201616762,0.2323868912814441,0.2733310301120027,0.2412136118007525,0.7442349666458501,0.246794690332078,0.2615311254120091,0.272502480707174,0,1,1,1,1,1,1,1,1,0,0,0,1,3931.17904803127,539.182653650154,10.6309086751652
259,home_8121.png,85.045,0.04115,0.1867,0.5771,0.08363,0.2066,0.2074,0.6099,0.2935,-2.7,0.003636,1.497,4.264,dining,0.4868680574566978,0.2898117605737089,0.3823026111736282,0.319816997994628,0.2799016163730317,0.2645120147008862,0.2590888459004712,0.2708263653600226,0.6683238003273942,0.2648477737128011,0.2836235860766142,0.3387079660876196,0,1,0,1,0,1,0,0,1,0,0,0,0,3044.05015863423,662.689947471317,25.5740371320973
260,home_8127.png,84.292,0.08415,0.1896,0.651,0.08366,0.2124,0.1718,0.3894,0.3713,-2.559,0.008268,1.365,4.242,dining,0.5271837223139708,0.291617366828393,0.3605096065131925,0.3144922811873149,0.3170873180106829,0.3047451073017458,0.2415310173106504,0.2401223204005124,0.6785851284849291,0.2814570040193259,0.2884051300899282,0.3306553621720263,0,1,0,1,0,1,0,0,0,0,0,0,1,2989.82963896798,315.951372714619,15.073956195917
261,home_8128.png,114.743,0.04996,0.329,0.4503,0.1344,0.2463,0.1712,0.506,0.4777,-2.352,0.01429,1.502,4.058,dining,0.5434164414153574,0.2740686646796821,0.4076462024541321,0.2791277420808817,0.2924850509756229,0.2817421125388908,0.1963574287995674,0.2281544948729276,0.7282623753260368,0.2403656175351787,0.2131608226239205,0.3597712585151933,0,1,0,1,0,1,1,0,0,0,1,0,1,3816.89198703453,668.218313609623,20.9658108578047
262,home_8129.png,96.559,0.9683,0.3411,0.5164,0.1201,0.2443,0.2134,0.4276,0.3593,-2.782,0.005986,1.304,3.972,dining,0.5143264163485263,0.2871322037754861,0.4238433174232024,0.2826634575658729,0.260660413912049,0.2628729009076703,0.2287412622021503,0.2061990437824874,0.7664893097334456,0.2629656664438546,0.2574697698808032,0.2470274129248356,0,1,0,1,0,1,1,0,0,0,1,0,0,3357.26237677017,1072.70758885842,13.2965603473683
263,home_8135.png,95.061,0.06678,0.5159,0.5158,0.1863,0.2552,0.2283,0.4176,0.4323,-2.769,0.003983,1.306,3.801,dining,0.4759917052638667,0.3118389154638979,0.3988148550985906,0.2779466814328659,0.2647669312714902,0.2545553162667526,0.31221618892072,0.3141163761668565,0.7911456413198852,0.2480870199918851,0.2227370955478775,0.2635279849764994,0,1,1,1,0,1,1,1,1,0,1,0,0,3758.83833848561,372.33888557643,25.8373905145646
264,home_8144.png,92.325,0.9646,0.3031,0.5414,0.1816,0.2508,0.221,0.3926,0.363,-2.71,0.004609,1.346,4.284,dining,0.5630279239153466,0.2671281154734294,0.4088043684838158,0.2648417356629239,0.2447929980427561,0.2154147343783934,0.221346113459644,0.212691521740818,0.7694093485851714,0.2218080442002579,0.2044476490245051,0.2554375128658578,0,0,0,1,0,1,1,0,1,0,0,0,0,2990.39341984257,609.066633172509,11.5717404110202
265,home_8151.png,127.107,0.09542,0.2573,0.66,0.1026,0.2945,0.2129,0.5253,0.3808,-2.56,0.00918,1.422,4.232,dining,0.5188349085432542,0.2560386996406731,0.3723009219459869,0.2753571464312075,0.2311914258505146,0.2167523560876617,0.2318474998289984,0.2162927951088551,0.7523137119510582,0.224813049132123,0.2138905972074996,0.2744666803632725,0,0,1,1,1,1,1,0,1,0,0,0,1,3254.00100098794,317.167969056652,23.6948153559171
266,home_8152.png,107.054,0.01148,0.2844,0.47,0.2352,0.2533,0.2,0.5849,0.4309,-2.836,0.01295,1.327,3.629,dining,0.4965813458507999,0.2748166105533961,0.354752499556335,0.2732012829334967,0.2374183798991713,0.228026813007843,0.2667253519026832,0.2399585027406259,0.7510784479315624,0.2152830949735418,0.2285437142443339,0.2433993818000799,0,1,1,1,0,1,1,0,1,0,1,0,0,4350.80633509445,748.339750393325,11.1457418974626
267,home_8156.png,74.046,0.1077,0.1708,0.6421,0.1644,0.2323,0.1887,0.3391,0.3365,-2.744,0.008665,1.247,3.969,dining,0.5295316196449404,0.2719348014520829,0.3229661999739195,0.2803620671076158,0.2527240208529431,0.2497612733245484,0.2191214628230156,0.2161731191959324,0.7633050043078722,0.2231300577614129,0.2272157814293557,0.2439347792626776,0,0,0,1,0,1,1,0,0,0,1,0,1,3561.19143993993,362.728605677906,25.512002042409
268,home_8158.png,131.568,0.07347,0.2565,0.6238,0.1501,0.2481,0.2121,0.4824,0.4341,-2.506,0.01062,1.553,4.185,dining,0.4776278097556758,0.268487572191219,0.3733187423998593,0.2799016534873971,0.2542363209301872,0.2318312560192583,0.2696308491439043,0.2709592003907893,0.7124892053496052,0.221607056550017,0.2752230534095663,0.2614734886668568,0,1,1,1,0,1,1,0,1,0,1,0,0,4068.83943749361,452.223834080049,24.8665552134979
269,home_8163.png,76.152,0.08985,0.3528,0.5252,0.06618,0.2486,0.1587,0.3446,0.3664,-2.716,0.01165,1.464,4.141,dining,0.5349815124912047,0.2998017863634905,0.3874124697940964,0.2701495668267694,0.2900353068013998,0.2565496897112864,0.2541663260329551,0.2095714063769284,0.7469970819574776,0.2492414442439177,0.2610195456462429,0.2691047412434649,0,0,1,1,0,1,1,1,0,0,1,0,1,3367.52769385729,386.123293755085,10.0416948238345
270,home_8179.png,80.83,0.0582,0.4268,0.6982,0.1833,0.3199,0.1376,0.3209,0.3046,-2.659,0.009438,1.397,3.555,dining,0.4720295504680913,0.2523490154199119,0.2523674452270307,0.2948728315633209,0.2698652740070492,0.2723383947857635,0.2258816285421254,0.1994312433072173,0.7491278000282561,0.2346582294655809,0.2411257981227825,0.2587881752774814,0,1,1,1,1,1,1,0,0,0,0,0,0,4736.42911767614,839.661309398904,2.60291408330965
271,home_8182.png,94.619,0.8774,0.1455,0.6152,0.1762,0.1825,0.2439,0.4227,0.3378,-2.882,0.008754,1.319,3.845,dining,0.6140367905179788,0.2854401869084507,0.3603354028685055,0.2758800846556568,0.2309289353506448,0.2175009808545048,0.2785548418992165,0.1690981479373484,0.7581190574692575,0.2840392042662173,0.2579416232267914,0.2255267163137867,0,1,1,1,0,1,0,0,0,0,0,0,0,3540.14694610398,691.539390209526,2.59599566884006
272,home_8214.png,121.836,0.09649,0.2974,0.5152,0.1784,0.2676,0.3079,0.376,0.3706,-2.847,0.02753,1.275,4.152,dining,0.5508299656264476,0.2881020925573528,0.4374973137425066,0.275875576649384,0.2667838256676247,0.2672339948172884,0.2776701484099326,0.2364826901774727,0.8583884130179973,0.1911747804170059,0.1411256228859788,0.2501817152371435,0,1,0,1,1,1,1,0,0,1,1,0,0,3285.60821955196,331.490293168366,13.489210834809
273,home_8234.png,69.777,0.03926,0.3072,0.4761,0.05619,0.1365,0.2102,0.4479,0.3238,-2.729,0.02273,1.307,3.834,dining,0.4856015233634807,0.2675845953319724,0.3468797054423148,0.2840776777929454,0.2472550326025828,0.232417956379517,0.2998464869335278,0.229135996651115,0.7842096799217172,0.267127350225211,0.2418894662154375,0.234785839359066,0,1,1,1,0,1,1,1,1,0,0,0,1,4030.83704708139,277.728305912989,28.6843776336935
274,home_8353.png,110.042,0.1487,0.3774,0.3516,0.1507,0.2291,0.2522,0.5689,0.5169,-2.362,0.01714,1.325,4.009,dining,0.5216404250672305,0.2738656649211838,0.3445814765403402,0.2984219534212612,0.2629163209287252,0.2430592684166039,0.2628957290159304,0.2381749966311022,0.6824630359625565,0.1999673562355444,0.198686818082227,0.3441507330226247,0,1,1,1,1,1,0,0,1,0,0,0,0,4404.45926995903,2026.43115475211,21.7278126264102
275,home_8357.png,94.284,0.03943,0.355,0.444,0.1096,0.225,0.1842,0.351,0.3736,-2.661,0.002909,1.43,4.135,dining,0.4856646277277175,0.2795597817544449,0.4064856944149234,0.2645977272320563,0.2669363751900539,0.2035436454884428,0.2979297364488865,0.2604328716131445,0.7406554975480566,0.2089563519408149,0.2327376808373134,0.2635151053559697,0,1,1,1,0,1,1,0,1,0,1,1,0,2971.2285701789,0.0,13.9693393283674
276,home_8384.png,66.405,0.885,0.4126,0.3366,0.2217,0.2641,0.2193,0.3546,0.3308,-2.747,0.00965,1.315,3.928,dining,0.4691584877010937,0.3150582135312902,0.4134398751354722,0.2708508169452367,0.2559637278024729,0.2409943286351482,0.2904238492049095,0.2434974690229397,0.7998719153148345,0.2608970788024137,0.2168773547489104,0.2502424752204233,0,1,1,1,0,1,1,0,1,0,0,1,0,3255.84283842495,673.672078001181,15.7512907968297
277,home_8438.png,114.514,0.0983,0.1873,0.5834,0.1027,0.2143,0.2113,0.4022,0.4221,-2.758,0.008855,1.436,3.776,dining,0.4874578553564004,0.2696020428011449,0.3211755359865766,0.3020610877115838,0.2487760238879912,0.2613996678491679,0.276345185872911,0.2125010271381811,0.6757311064195815,0.2616480993155736,0.2820271628181071,0.2941076269143584,0,1,1,1,0,1,1,0,1,0,1,0,1,3320.68476550667,259.98992276646,6.18671322538446
278,home_8445.png,116.045,0.1348,0.1895,0.6226,0.1903,0.1564,0.2087,0.445,0.4172,-2.528,0.003458,1.352,3.945,dining,0.5687028834586915,0.2751794569933935,0.3306798563845929,0.3117953664712561,0.274804948915848,0.2549803130738452,0.2669235704378189,0.2351534035329555,0.7148911478648733,0.2231527019240344,0.2466071840937738,0.2792739166897893,0,1,1,1,0,1,0,0,0,0,1,0,0,3448.41353635715,1107.96339451138,13.331200375247
279,home_8530.png,108.768,0.0367,0.3124,0.3579,0.1522,0.2186,0.2608,0.3625,0.3673,-2.842,0.01451,1.382,3.555,dining,0.5206304609632568,0.2800603502294843,0.4719223232021447,0.2918763369131713,0.2316474838912322,0.2105700502212845,0.2813789335818311,0.2017228950356067,0.6517191539315214,0.2855826584192354,0.3102989975006824,0.3115716071805149,0,1,1,1,0,1,1,0,1,0,0,0,1,4047.87714025267,164.835838662224,23.2119077406465
280,home_8634.png,97.217,0.07208,0.7107,0.4842,0.06435,0.2599,0.1786,0.4514,0.4515,-2.722,0.01117,1.451,3.779,dining,0.4786895568236469,0.276286292161892,0.3616884898201701,0.2541956807563802,0.2533880381809705,0.24763403439291,0.2144248783380219,0.2124882412502052,0.7985960559184645,0.2134831908798215,0.2054650031664377,0.239377694687825,0,1,0,1,0,1,1,0,1,0,1,1,0,3163.74591936935,163.365641937233,13.6546222113806
